Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy	From
545	Waveform 1	1	201780.703937500	201780.991937500	20.0	500.0	1.0000	Band Limited Energy Detector
545	Spectrogram 1	1	201780.703937500	201780.991937500	20.0	500.0	1.0000	Band Limited Energy Detector
546	Waveform 1	1	201795.551937500	201795.807937500	20.0	500.0	1.0000	Band Limited Energy Detector
546	Spectrogram 1	1	201795.551937500	201795.807937500	20.0	500.0	1.0000	Band Limited Energy Detector
547	Waveform 1	1	201797.695937500	201797.887937500	20.0	500.0	1.0000	Band Limited Energy Detector
547	Spectrogram 1	1	201797.695937500	201797.887937500	20.0	500.0	1.0000	Band Limited Energy Detector
548	Waveform 1	1	201850.303937500	201850.495937500	20.0	500.0	0.8333	Band Limited Energy Detector
548	Spectrogram 1	1	201850.303937500	201850.495937500	20.0	500.0	0.8333	Band Limited Energy Detector
549	Waveform 1	1	201862.303937500	201862.527937500	20.0	500.0	1.0000	Band Limited Energy Detector
549	Spectrogram 1	1	201862.303937500	201862.527937500	20.0	500.0	1.0000	Band Limited Energy Detector
550	Waveform 1	1	201882.655937500	201883.071937500	20.0	500.0	1.0000	Band Limited Energy Detector
550	Spectrogram 1	1	201882.655937500	201883.071937500	20.0	500.0	1.0000	Band Limited Energy Detector
551	Waveform 1	1	201888.031937500	201888.575937500	20.0	500.0	1.0000	Band Limited Energy Detector
551	Spectrogram 1	1	201888.031937500	201888.575937500	20.0	500.0	1.0000	Band Limited Energy Detector
552	Waveform 1	1	201897.919937500	201898.335937500	20.0	500.0	1.0000	Band Limited Energy Detector
552	Spectrogram 1	1	201897.919937500	201898.335937500	20.0	500.0	1.0000	Band Limited Energy Detector
553	Waveform 1	1	201901.215937500	201901.599937500	20.0	500.0	0.8333	Band Limited Energy Detector
553	Spectrogram 1	1	201901.215937500	201901.599937500	20.0	500.0	0.8333	Band Limited Energy Detector
554	Waveform 1	1	201908.959937500	201909.343937500	20.0	500.0	1.0000	Band Limited Energy Detector
554	Spectrogram 1	1	201908.959937500	201909.343937500	20.0	500.0	1.0000	Band Limited Energy Detector
555	Waveform 1	1	201918.239937500	201918.815937500	20.0	500.0	1.0000	Band Limited Energy Detector
555	Spectrogram 1	1	201918.239937500	201918.815937500	20.0	500.0	1.0000	Band Limited Energy Detector
556	Waveform 1	1	201924.607937500	201925.183937500	20.0	500.0	1.0000	Band Limited Energy Detector
556	Spectrogram 1	1	201924.607937500	201925.183937500	20.0	500.0	1.0000	Band Limited Energy Detector
557	Waveform 1	1	201933.311937500	201933.919937500	20.0	500.0	1.0000	Band Limited Energy Detector
557	Spectrogram 1	1	201933.311937500	201933.919937500	20.0	500.0	1.0000	Band Limited Energy Detector
558	Waveform 1	1	201962.687937500	201963.103937500	20.0	500.0	0.9231	Band Limited Energy Detector
558	Spectrogram 1	1	201962.687937500	201963.103937500	20.0	500.0	0.9231	Band Limited Energy Detector
559	Waveform 1	1	201967.135937500	201967.583937500	20.0	500.0	1.0000	Band Limited Energy Detector
559	Spectrogram 1	1	201967.135937500	201967.583937500	20.0	500.0	1.0000	Band Limited Energy Detector
560	Waveform 1	1	201977.087937500	201977.631937500	20.0	500.0	1.0000	Band Limited Energy Detector
560	Spectrogram 1	1	201977.087937500	201977.631937500	20.0	500.0	1.0000	Band Limited Energy Detector
561	Waveform 1	1	201983.327937500	201983.807937500	20.0	500.0	1.0000	Band Limited Energy Detector
561	Spectrogram 1	1	201983.327937500	201983.807937500	20.0	500.0	1.0000	Band Limited Energy Detector
562	Waveform 1	1	201992.287937500	201992.767937500	20.0	500.0	1.0000	Band Limited Energy Detector
562	Spectrogram 1	1	201992.287937500	201992.767937500	20.0	500.0	1.0000	Band Limited Energy Detector
563	Waveform 1	1	202002.111937500	202002.335937500	20.0	500.0	1.0000	Band Limited Energy Detector
563	Spectrogram 1	1	202002.111937500	202002.335937500	20.0	500.0	1.0000	Band Limited Energy Detector
564	Waveform 1	1	202055.519937500	202056.095937500	20.0	500.0	1.0000	Band Limited Energy Detector
564	Spectrogram 1	1	202055.519937500	202056.095937500	20.0	500.0	1.0000	Band Limited Energy Detector
565	Waveform 1	1	202059.583937500	202060.127937500	20.0	500.0	1.0000	Band Limited Energy Detector
565	Spectrogram 1	1	202059.583937500	202060.127937500	20.0	500.0	1.0000	Band Limited Energy Detector
566	Waveform 1	1	202068.959937500	202069.567937500	20.0	500.0	1.0000	Band Limited Energy Detector
566	Spectrogram 1	1	202068.959937500	202069.567937500	20.0	500.0	1.0000	Band Limited Energy Detector
567	Waveform 1	1	202077.663937500	202078.367937500	20.0	500.0	0.9091	Band Limited Energy Detector
567	Spectrogram 1	1	202077.663937500	202078.367937500	20.0	500.0	0.9091	Band Limited Energy Detector
568	Waveform 1	1	202084.863937500	202085.279937500	20.0	500.0	1.0000	Band Limited Energy Detector
568	Spectrogram 1	1	202084.863937500	202085.279937500	20.0	500.0	1.0000	Band Limited Energy Detector
569	Waveform 1	1	202098.399937500	202099.007937500	20.0	500.0	1.0000	Band Limited Energy Detector
569	Spectrogram 1	1	202098.399937500	202099.007937500	20.0	500.0	1.0000	Band Limited Energy Detector
570	Waveform 1	1	202103.327937500	202103.935937500	20.0	500.0	1.0000	Band Limited Energy Detector
570	Spectrogram 1	1	202103.327937500	202103.935937500	20.0	500.0	1.0000	Band Limited Energy Detector
571	Waveform 1	1	202109.087937500	202109.663937500	20.0	500.0	0.9444	Band Limited Energy Detector
571	Spectrogram 1	1	202109.087937500	202109.663937500	20.0	500.0	0.9444	Band Limited Energy Detector
572	Waveform 1	1	202116.543937500	202117.119937500	20.0	500.0	1.0000	Band Limited Energy Detector
572	Spectrogram 1	1	202116.543937500	202117.119937500	20.0	500.0	1.0000	Band Limited Energy Detector
573	Waveform 1	1	202150.303937500	202150.783937500	20.0	500.0	1.0000	Band Limited Energy Detector
573	Spectrogram 1	1	202150.303937500	202150.783937500	20.0	500.0	1.0000	Band Limited Energy Detector
574	Waveform 1	1	202153.151937500	202153.599937500	20.0	500.0	1.0000	Band Limited Energy Detector
574	Spectrogram 1	1	202153.151937500	202153.599937500	20.0	500.0	1.0000	Band Limited Energy Detector
575	Waveform 1	1	202167.935937500	202168.383937500	20.0	500.0	1.0000	Band Limited Energy Detector
575	Spectrogram 1	1	202167.935937500	202168.383937500	20.0	500.0	1.0000	Band Limited Energy Detector
576	Waveform 1	1	202182.303937500	202182.751937500	20.0	500.0	1.0000	Band Limited Energy Detector
576	Spectrogram 1	1	202182.303937500	202182.751937500	20.0	500.0	1.0000	Band Limited Energy Detector
577	Waveform 1	1	202210.367937500	202210.719937500	20.0	500.0	1.0000	Band Limited Energy Detector
577	Spectrogram 1	1	202210.367937500	202210.719937500	20.0	500.0	1.0000	Band Limited Energy Detector
578	Waveform 1	1	202213.023937500	202213.407937500	20.0	500.0	0.9167	Band Limited Energy Detector
578	Spectrogram 1	1	202213.023937500	202213.407937500	20.0	500.0	0.9167	Band Limited Energy Detector
579	Waveform 1	1	202220.415937500	202220.799937500	20.0	500.0	0.9167	Band Limited Energy Detector
579	Spectrogram 1	1	202220.415937500	202220.799937500	20.0	500.0	0.9167	Band Limited Energy Detector
580	Waveform 1	1	202288.191937500	202288.607937500	20.0	500.0	0.7692	Band Limited Energy Detector
580	Spectrogram 1	1	202288.191937500	202288.607937500	20.0	500.0	0.7692	Band Limited Energy Detector
581	Waveform 1	1	202301.919937500	202302.207937500	20.0	500.0	0.8889	Band Limited Energy Detector
581	Spectrogram 1	1	202301.919937500	202302.207937500	20.0	500.0	0.8889	Band Limited Energy Detector
582	Waveform 1	1	202350.335937500	202350.431937500	20.0	500.0	1.0000	Band Limited Energy Detector
582	Spectrogram 1	1	202350.335937500	202350.431937500	20.0	500.0	1.0000	Band Limited Energy Detector
583	Waveform 1	1	202358.783937500	202358.975937500	20.0	500.0	1.0000	Band Limited Energy Detector
583	Spectrogram 1	1	202358.783937500	202358.975937500	20.0	500.0	1.0000	Band Limited Energy Detector
584	Waveform 1	1	202361.663937500	202361.759937500	20.0	500.0	1.0000	Band Limited Energy Detector
584	Spectrogram 1	1	202361.663937500	202361.759937500	20.0	500.0	1.0000	Band Limited Energy Detector
585	Waveform 1	1	202379.039937500	202379.295937500	20.0	500.0	0.7500	Band Limited Energy Detector
585	Spectrogram 1	1	202379.039937500	202379.295937500	20.0	500.0	0.7500	Band Limited Energy Detector
586	Waveform 1	1	202387.615937500	202387.807937500	20.0	500.0	0.8333	Band Limited Energy Detector
586	Spectrogram 1	1	202387.615937500	202387.807937500	20.0	500.0	0.8333	Band Limited Energy Detector
587	Waveform 1	1	202458.047937500	202458.143937500	20.0	500.0	1.0000	Band Limited Energy Detector
587	Spectrogram 1	1	202458.047937500	202458.143937500	20.0	500.0	1.0000	Band Limited Energy Detector
588	Waveform 1	1	233600.927937500	233601.183937500	20.0	500.0	1.0000	Band Limited Energy Detector
588	Spectrogram 1	1	233600.927937500	233601.183937500	20.0	500.0	1.0000	Band Limited Energy Detector
589	Waveform 1	1	233619.903937500	233620.255937500	20.0	500.0	1.0000	Band Limited Energy Detector
589	Spectrogram 1	1	233619.903937500	233620.255937500	20.0	500.0	1.0000	Band Limited Energy Detector
590	Waveform 1	1	233665.503937500	233665.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
590	Spectrogram 1	1	233665.503937500	233665.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
591	Waveform 1	1	233699.007937500	233699.263937500	20.0	500.0	1.0000	Band Limited Energy Detector
591	Spectrogram 1	1	233699.007937500	233699.263937500	20.0	500.0	1.0000	Band Limited Energy Detector
592	Waveform 1	1	233741.343937500	233741.695937500	20.0	500.0	0.9091	Band Limited Energy Detector
592	Spectrogram 1	1	233741.343937500	233741.695937500	20.0	500.0	0.9091	Band Limited Energy Detector
593	Waveform 1	1	233761.439937500	233761.631937500	20.0	500.0	1.0000	Band Limited Energy Detector
593	Spectrogram 1	1	233761.439937500	233761.631937500	20.0	500.0	1.0000	Band Limited Energy Detector
594	Waveform 1	1	233803.327937500	233803.583937500	20.0	500.0	1.0000	Band Limited Energy Detector
594	Spectrogram 1	1	233803.327937500	233803.583937500	20.0	500.0	1.0000	Band Limited Energy Detector
595	Waveform 1	1	233813.695937500	233814.175937500	20.0	500.0	0.8667	Band Limited Energy Detector
595	Spectrogram 1	1	233813.695937500	233814.175937500	20.0	500.0	0.8667	Band Limited Energy Detector
596	Waveform 1	1	233849.311937500	233849.471937500	20.0	500.0	0.8000	Band Limited Energy Detector
596	Spectrogram 1	1	233849.311937500	233849.471937500	20.0	500.0	0.8000	Band Limited Energy Detector
597	Waveform 1	1	233856.319937500	233856.575937500	20.0	500.0	1.0000	Band Limited Energy Detector
597	Spectrogram 1	1	233856.319937500	233856.575937500	20.0	500.0	1.0000	Band Limited Energy Detector
598	Waveform 1	1	233918.943937500	233919.231937500	20.0	500.0	1.0000	Band Limited Energy Detector
598	Spectrogram 1	1	233918.943937500	233919.231937500	20.0	500.0	1.0000	Band Limited Energy Detector
599	Waveform 1	1	233925.407937500	233925.567937500	20.0	500.0	1.0000	Band Limited Energy Detector
599	Spectrogram 1	1	233925.407937500	233925.567937500	20.0	500.0	1.0000	Band Limited Energy Detector
600	Waveform 1	1	233964.831937500	233964.991937500	20.0	500.0	1.0000	Band Limited Energy Detector
600	Spectrogram 1	1	233964.831937500	233964.991937500	20.0	500.0	1.0000	Band Limited Energy Detector
601	Waveform 1	1	233966.591937500	233966.751937500	20.0	500.0	1.0000	Band Limited Energy Detector
601	Spectrogram 1	1	233966.591937500	233966.751937500	20.0	500.0	1.0000	Band Limited Energy Detector
602	Waveform 1	1	233977.535937500	233977.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
602	Spectrogram 1	1	233977.535937500	233977.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
603	Waveform 1	1	234063.839937500	234063.935937500	20.0	500.0	1.0000	Band Limited Energy Detector
603	Spectrogram 1	1	234063.839937500	234063.935937500	20.0	500.0	1.0000	Band Limited Energy Detector
604	Waveform 1	1	234136.799937500	234136.895937500	20.0	500.0	1.0000	Band Limited Energy Detector
604	Spectrogram 1	1	234136.799937500	234136.895937500	20.0	500.0	1.0000	Band Limited Energy Detector
605	Waveform 1	1	234190.975937500	234191.103937500	20.0	500.0	1.0000	Band Limited Energy Detector
605	Spectrogram 1	1	234190.975937500	234191.103937500	20.0	500.0	1.0000	Band Limited Energy Detector
606	Waveform 1	1	234196.415937500	234196.639937500	20.0	500.0	1.0000	Band Limited Energy Detector
606	Spectrogram 1	1	234196.415937500	234196.639937500	20.0	500.0	1.0000	Band Limited Energy Detector
607	Waveform 1	1	234301.119937500	234301.343937500	20.0	500.0	1.0000	Band Limited Energy Detector
607	Spectrogram 1	1	234301.119937500	234301.343937500	20.0	500.0	1.0000	Band Limited Energy Detector
608	Waveform 1	1	234332.895937500	234333.215937500	20.0	500.0	1.0000	Band Limited Energy Detector
608	Spectrogram 1	1	234332.895937500	234333.215937500	20.0	500.0	1.0000	Band Limited Energy Detector
609	Waveform 1	1	234340.063937500	234340.159937500	20.0	500.0	1.0000	Band Limited Energy Detector
609	Spectrogram 1	1	234340.063937500	234340.159937500	20.0	500.0	1.0000	Band Limited Energy Detector
610	Waveform 1	1	234368.927937500	234369.023937500	20.0	500.0	1.0000	Band Limited Energy Detector
610	Spectrogram 1	1	234368.927937500	234369.023937500	20.0	500.0	1.0000	Band Limited Energy Detector
611	Waveform 1	1	234479.295937500	234479.519937500	20.0	500.0	1.0000	Band Limited Energy Detector
611	Spectrogram 1	1	234479.295937500	234479.519937500	20.0	500.0	1.0000	Band Limited Energy Detector
612	Waveform 1	1	234624.255937500	234624.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
612	Spectrogram 1	1	234624.255937500	234624.543937500	20.0	500.0	1.0000	Band Limited Energy Detector
613	Waveform 1	1	234778.527937500	234778.719937500	20.0	500.0	1.0000	Band Limited Energy Detector
613	Spectrogram 1	1	234778.527937500	234778.719937500	20.0	500.0	1.0000	Band Limited Energy Detector
614	Waveform 1	1	234857.215937500	234857.407937500	20.0	500.0	1.0000	Band Limited Energy Detector
614	Spectrogram 1	1	234857.215937500	234857.407937500	20.0	500.0	1.0000	Band Limited Energy Detector
615	Waveform 1	1	235001.000000000	235003.455937500	20.0	500.0	0.9091	Band Limited Energy Detector
615	Spectrogram 1	1	235001.000000000	235003.455937500	20.0	500.0	0.9091	Band Limited Energy Detector
616	Waveform 1	1	237333.823937500	237333.951937500	20.0	500.0	1.0000	Band Limited Energy Detector
616	Spectrogram 1	1	237333.823937500	237333.951937500	20.0	500.0	1.0000	Band Limited Energy Detector
617	Waveform 1	1	237770.655937500	237770.783937500	20.0	500.0	1.0000	Band Limited Energy Detector
617	Spectrogram 1	1	237770.655937500	237770.783937500	20.0	500.0	1.0000	Band Limited Energy Detector
618	Waveform 1	1	238905.791937500	238905.919937500	20.0	500.0	1.0000	Band Limited Energy Detector
618	Spectrogram 1	1	238905.791937500	238905.919937500	20.0	500.0	1.0000	Band Limited Energy Detector
619	Waveform 1	1	239120.511937500	239120.831937500	20.0	500.0	1.0000	Band Limited Energy Detector
619	Spectrogram 1	1	239120.511937500	239120.831937500	20.0	500.0	1.0000	Band Limited Energy Detector
620	Waveform 1	1	239159.999937500	239160.255937500	20.0	500.0	0.7500	Band Limited Energy Detector
620	Spectrogram 1	1	239159.999937500	239160.255937500	20.0	500.0	0.7500	Band Limited Energy Detector
621	Waveform 1	1	240189.695937500	240189.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
621	Spectrogram 1	1	240189.695937500	240189.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
622	Waveform 1	1	245297.471937500	245297.695937500	20.0	500.0	1.0000	Band Limited Energy Detector
622	Spectrogram 1	1	245297.471937500	245297.695937500	20.0	500.0	1.0000	Band Limited Energy Detector
623	Waveform 1	1	245453.727937500	245453.887937500	20.0	500.0	0.8000	Band Limited Energy Detector
623	Spectrogram 1	1	245453.727937500	245453.887937500	20.0	500.0	0.8000	Band Limited Energy Detector
624	Waveform 1	1	249287.295937500	249287.455937500	20.0	500.0	1.0000	Band Limited Energy Detector
624	Spectrogram 1	1	249287.295937500	249287.455937500	20.0	500.0	1.0000	Band Limited Energy Detector
625	Waveform 1	1	250207.583937500	250207.775937500	20.0	500.0	0.8333	Band Limited Energy Detector
625	Spectrogram 1	1	250207.583937500	250207.775937500	20.0	500.0	0.8333	Band Limited Energy Detector
626	Waveform 1	1	250254.527937500	250254.623937500	20.0	500.0	1.0000	Band Limited Energy Detector
626	Spectrogram 1	1	250254.527937500	250254.623937500	20.0	500.0	1.0000	Band Limited Energy Detector
627	Waveform 1	1	250410.335937500	250410.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
627	Spectrogram 1	1	250410.335937500	250410.591937500	20.0	500.0	1.0000	Band Limited Energy Detector
628	Waveform 1	1	250905.663937500	250905.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
628	Spectrogram 1	1	250905.663937500	250905.791937500	20.0	500.0	1.0000	Band Limited Energy Detector
629	Waveform 1	1	251681.407937500	251681.695937500	20.0	500.0	1.0000	Band Limited Energy Detector
629	Spectrogram 1	1	251681.407937500	251681.695937500	20.0	500.0	1.0000	Band Limited Energy Detector
630	Waveform 1	1	253196.927937500	253197.311937500	20.0	500.0	1.0000	Band Limited Energy Detector
630	Spectrogram 1	1	253196.927937500	253197.311937500	20.0	500.0	1.0000	Band Limited Energy Detector
631	Waveform 1	1	253349.887937500	253350.015937500	20.0	500.0	1.0000	Band Limited Energy Detector
631	Spectrogram 1	1	253349.887937500	253350.015937500	20.0	500.0	1.0000	Band Limited Energy Detector
